...1,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature,post_release,usage_pk
NA,usage_9572,S-11066a,NA,NA,12,4927 ,0,FALSE ,FALSE,i.d-NteTiP
9573,usage_-9573,S-683%c6b,1970-01-21,fe+ature_8,12,10145,0,FALSE,FALSE,id-E%nSgZV
9574,usage-_9574 ,S-9!3.ab2d,1970-01-20,^feature_35,10,5962 ,1,FALSE,FALSE,id-cnTSE%m
9575,us.ag&e_#9575,S)-4d2(60c,1970-01-20,feature!_15,12,4685,0,FALSE,FALSE,id)-LRkMeF
9576,usage_*95^76,NA,1970-01-21,feature_7,NA,3690,NA,false,false,id-omkeob
9577,usage_95-77,NA,1970-01-20,f-eature_1*7,11,3915,2,FALSE,FALSE,id-ktSUf&b
9578,u^sage_9-57$8,S-369495,1970-01-20,NA,5,NA,0,FALSE,FALSE,id-I@OGrfB
9579,U!S!AGE_9579,S-92B!77F,1970-01-21,F_EATUR-E_17,10,2729,0,FALSE,FALSE,ID-BPAFXJ
NA,usage_9580,S-4d1a78,1970-01-20,fea)ture_1%9,14 ,6340,0,FALSE,FALSE,id-fVjKHd
9581,usage_9%581,S-7d2c1^b,1970-01-20 ,_fe&ature_5,9,5013,0,FALSE,FALSE,&id-azLBJM
9582 ,usage_@9582,NA,1970-01-20,feature__^7,10,1549,0,FALSE,FALSE,id-tU.etoh
9583,usage_9)583,S-_33eb1d ,NA,NA,13,NA,0,FALSE,FALSE,id-vjkd(Td 
9584,usage_9584,S-cea*ff7,1970-01-20 ,feature_10,6,2828,0,NA,FALSE,id+-NWN%sNX
9585,usag@e_9585,S-25ee09,1970-01-20,feat!ure_35,9,1601,1,FALSE,FALSE,id-Z@rHiRA
9586,usage_)95)86,NA,1970-01-20,feature_1.2,11,1010,0,FALSE,FALSE,id-hhAr!vZ
9587,usa*ge_9587 ,S-da2f0b,1970-01-20,featu%re_33,9 ,NA,0,FALSE,FALSE,-id-$XfpTID
NA,NA,S-ec690c ,1970-01-20,feature_^23,9,4577,2,FALSE,FALSE,id-qqZBgw
9589,usage_9#589 ,NA,1970-01-20 ,&fea-ture_3@0,8,3166,1 ,TRUE,FALSE,id-O#tALhf
NA,usage_959#0,S-!eccbe0,1970-01-20,NA,10,610,1,FALSE,FALSE,id-QkeTUy
9591,NA,&S-15#0930,1970-01-20,NA,11,6123 ,1,NA,FALSE,id-XiD%ULd
9592 ,us)age_9592,S-37b59a,1970-01-20,feature_29,12 ,2560,0 ,FALSE ,FALSE,id-uArboB
9593,usage_9593,S-8442d1,NA,feature_40,11,3987,0,FALSE,FALSE,id-lxnEjX
9594,us$a*ge_9594,S-!83$8330,1970-01-20,fea@ture_!4,11,3227,3,NA,NA,id*-uSCdcV 
9595,usage_95_95,s-983266,1970-01-20,feature_15,13,5572,0,false,NA,id-ucench 
9596,(us+age_9596,S-049667,1970-01-21 ,&feature_11,11,3058,0,FALSE,FALSE,i(d(--CABlkN 
9597,us_age_9597,S-66-96a0,1970-01-20,feat@ure_34,10,4187,0,FALSE,FALSE,i(d-+UXgBN*Q
9598,u_sage_95.98,S-94!88ec,1970-01-21,fea_ture_2+5,14,9163,0,FALSE,FALSE ,id-ZbIjkN
9599,u$sage_9599,S-)457217,1970-01-20,feature_33,12,NA,1,FALSE,FALSE,id-DiL!hAC
9600,usage_9600,S-9e&8b22 ,1970-01-21,fe)ature*_8,7,NA,0,NA,FALSE,id-xXJwX*h 
9601,usage_96!01,*s&-!1630dd,NA,feature_1%7,NA,NA,0,false,false,id-m_jupy_p
9602,NA,NA,1970-01-21,NA,NA,5360,1,false,false,NA
9603,usage_9603,S-ec0efa,1970-01-20,feature_39,3,183,0,FALSE,FALSE,id-BtqZGt
9604,usa^ge*_9_604,S-)05ef15,1970-01-20,fe^ature_6,NA,2500,1,FALSE,NA,!id-MDiUpN
9605 ,NA,NA,1970-01-20,feature_17,12,2279,0,TRUE,FALSE,i!d-PPW-bZU
9606,usage_9606,NA,1970-01-20,featu!re*_14,5,750,0,FALSE,FALSE ,id-zoAyTN
9607,usage_9607,S-163e64,1970-01-20,feature_9,7,5030,0,FALSE,FALSE,NA
9608,usage^_9608 ,S-a%24476,1970-01-21,fe_ature)_22,4,2866,0,FALSE,FALSE,NA
9609,usage_9609,NA,NA,feat-ure_3,11,NA,0,FALSE,FALSE,id-ELQTyk
9610,usage_961^0,S-16df)af,1970-01-20,feature_38,11,1670,0,FALSE,FALSE,id-czrJhF
9611,usage_9)61+1,S-d507da,1970-01-20 ,feature_%30,NA,2934,0 ,FALSE ,FALSE,NA
9612,usage_9612,S-65731(a,NA,fea(ture+_16,17,4595,0,FALSE,FALSE,$id-wtQHBg
9613,usage_9613,s-a7.2188,1970-01-21,fea_ture_13,9,NA,0 ,false ,false,id-eulh.pz 
9614,usage_9614,S-$b39049,1970-01-20,featu#re_8,NA,3374,1,TRUE ,FALSE,NA
9615,usage-_+9615 ,NA,1970-01-20,feature_26,2,1171,0,FALSE,FALSE,i&d-xzhp&Rp
9616,usage_9616,S-1fabe&5,1970-01-20,feature_2,7,797,0,FALSE,NA,id-NEqZ)Kg
9617,usage%_96@1+7,S-b2f3f.3 ,1970-01-20,feature_19,15,1694,NA,FALSE ,FALSE,id-pnTLvP
9618,usag)e_9618,S+-92d8^73,NA,feature_3)9,12 ,7519,0 ,FALSE,FALSE,NA
9619,usage$_961&9,S-08a3d4,1970-01-20,feature_38,12 ,3755,0,FALSE,FALSE,&id-HkXRho
9620 ,usag&e_9620,S-90dd19,1970-01-20,feature_30,13,2720,2,FALSE ,FALSE,id-UMiAzl
9621,NA,S-66f0d0,1970-01-20 ,featu.re_1,10,1359,1,FALSE,FALSE ,id-NLdK(lQ
9622,u@sage_9.6!22,S-03906f,1970-01-20,featu%re*_9,10,2306,2,FALSE,FALSE,id-dxjbba
9623,us*age^_9623,S-084f4a ,1970-01-21 ,feature_32,13,4725,0,FALSE,FALSE,id-aNv!I$dl
9624,_u%sag$e_9#624 ,S-!b3f236,NA,f)ea%t#ure_3$3,16,5883,0,TRUE ,FALSE,id-MRwRWU
9625,usage_962*5,NA,1970-01-20,feature_3*8,NA,694,6,FALSE,FALSE,id-+NyZ^IgQ
9626,#usage_9^626,S-98f176,1970-01-20,feature_10,17,3562,0,FALSE,FALSE,i&d-JLKxgI
9627,)USAGE_.9+62)7,S-4A8^9A7,1970-01-21,FEATURE_7,NA,NA,NA,TRUE,FALSE,ID-ZHYEHN
9628,usage_9&628,S-6696a0,1970-01-20,fe_atu!re_25,5,4104,0,FALSE,FALSE,$id-&uumseT
9629,usag@e_9629,S-71d31(c,1970-01-20 ,feature^_40,8,1807,0,FALSE,FALSE,i%d-FtDJNc
9630,%usage+_9630 ,S-+8^c96+4$9,1970-01-20 ,featur^e_38,13,8291 ,NA,FALSE,FALSE,id-cBOVMr
9631,NA,S-b27c2f,1970-01-20,feature_.22,13,3150,0,NA,FALSE,id-TFdUJa
9632,usage_963^2,S-2)1bd25,1970-01-20,featu&re_16,14,2210,1,FALSE,FALSE,NA
9633,usage_96&33,S-8dfd77,NA,featu&re_12 ,7,4235,NA,TRUE,FALSE,i(d-@LbRnSF
9634,usage_9634,S-67c2c9,1970-01-20,feat.ure_8,18,2929,0,FALSE,FALSE,NA
9635,us^age_9635,S-9fa080,1970-01-20,fe.ature_36,11,7999,2,FALSE,FALSE,+id-sydMw&T
9636,.us.a^ge_963^6,@S-62%8729,1970-01-20,feature_19,8,464,2 ,FALSE,FALSE,NA
9637,usage^_9637,S-%19-6c1e,1970-01-20,f+e*ature_20,11 ,3530,NA,FALSE,FALSE,NA
9638,usage_9638,S-c1eb^68,1970-01-20,@feature_18,9,3723,0 ,TRUE,FALSE,id-fXjmyG 
NA,*u(sage_96!39,NA,1970-01-20,@feature_35,12,2123,0,FALSE,FALSE,#id-QpXApv
9640,usage_9640,S-38eb!77,1970-01-20,f+eature_15,7,3639,0,FALSE,NA,id-YUhlk.s
9641 ,u)sage_9641,S-4.3$4140 ,1970-01-20,f!eatur-e_9,4,763 ,0,NA,FALSE ,id-HGJlJ)S
9642,usage_9642 ,S-03(37da,1970-01-20,f^eature_#25,17,5679,1,FALSE,FALSE,i@d-hqKXrC
9643,.u#sage_9643,S-1#bf267,1970-01-21,NA,12,5880,0,FALSE,NA,id-qCH!Qes
9644 ,usage_9644 ,S)-b%a228b,1970-01-20,%fe!ature_40,7,1448,NA,FALSE,FALSE,id-GplwzQ
9645,us^age_9*645,S-5#d0af.1,1970-01-20 ,feature_1$6,NA,2138,0,FALSE,FALSE,i@d-ZTiMbM
9646,@USAG^E_9646,S-327A60,1970-01-21 ,FEA@TURE_39,10,3635,0,TRUE ,FALSE,NA
9647,usage-_9647,S-befdf1,NA,NA,12,NA,1,FALSE,FALSE,id-!d(vCxJE
NA,u$sage_9648,S-@276d44,NA,feature_1,9,1662,0,FALSE,NA,&id-Pzp+bNg
9649,usage_(9649,S-d7ee6f,1970-01-20,fea)ture_29,8,71,0 ,FALSE,FALSE,id-vde(Ze)w
9650,usage_9650,S-f4+0318,1970-01-20,feature_21,14 ,2888,NA,NA,FALSE,NA
9651,NA,$S-05b245,1970-01-20,fe#ature_5,6,1563,NA,FALSE,FALSE,id-*f+ZjSUK
NA,u^sage_9652,S-b1&2(284,1970-01-20,featu&re_33 ,9,2641,NA,FALSE,FALSE,id-oYoAF&Q
9653,usage._9653,S-6bdda7,1970-01-20,feature_3*4,13,3373,0,FALSE,FALSE,NA
9654,usage_+9654,S_-741431 ,NA,feature._12,NA,4190,1,FALSE,FALSE,id&-J*xPefZ
9655,us&age_9655,S-6ff.09c,1970-01-20,feature_15,9,1510,0,FALSE,FALSE,id-I!jRDUV
9656 ,NA,S-33e!4+0e,1970-01-20,featur^e_4,9,2723 ,0,FALSE,FALSE ,id-fISbSn
9657,usage_96%57,NA,1970-01-20,feature_38,10,3948 ,0,FALSE,NA,-id-rpBxL%O
9658,u$sage_9658 ,S-aeec81,1970-01-20,feature_16,11,2505,0,FALSE,NA,id-EhhfBR
9659,NA,S-f932c0,1970-01-20,feat&ure_12,8,3338,1,FALSE,FALSE,id-JSMroB
9660,u_sage_9660,S-42218c,NA,feature_2(0 ,9,NA,1,FALSE,NA,id-fkHKWG
9661,usage_9661 ,S-104941,1970-01-20,f.e-atur-e_23,18,7345,0,FALSE,NA,id-kE)ZjSS
9662,usage_9662,S-615a8a,1970-01-20,f.eature^__1*4,4,1585,0,FALSE,NA,id-lBoYQP
9663,usage_$9663,S-%46eb1c,1970-01-20,fe%ature_1-1,11,4720,0,FALSE,FALSE,+id-yBsBRb
9664,usage_9664,S-55ef07,1970-01-20,f!eature_29,4,NA,NA,FALSE ,FALSE,id*-JYUIhg
9665,usage%_9665,S-af4^05&9,1970-01-20,featu+re_18,11,1162,NA,FALSE,FALSE,id-wZ@Rh@mr
9666,usage_9666,S-78da0b,1970-01-21,feature_29,10,1947,0,FALSE,NA,id&-yEucdm
NA,usage_9667,S-f421c8,1970-01-20,_feature_16 ,11,1087,1,FALSE,FALSE,id-^dzj$Sq+k
NA,usage__9668,S-d4cc9b,1970-01-20,featu^re_#5,11,NA,0,TRUE,FALSE,id-ExB(miL
9669,usage_9669,s-e7d*026,1970-01-20,.featur!e-_24,9,1721,0,false,false ,id-sgh(krd
9670,usage_96%70,S-fa_0094,1970-01-20,feature_12,10,3608,0,FALSE,FALSE,id-bafQlB
9671,usage_9671,S-75^01c9 ,1970-01-20 ,feature_23,NA,750,1,NA,FALSE,id-VHdesF
9672,usage_9-672,NA,1970-01-20,f.eature_10,15,1075,0,FALSE,FALSE,^id-KzsKrh
9673,usage_967#3,S#-a5a40b,1970-01-21,f#eature_11,14,7646,0,FALSE,FALSE,NA
9674,usage_96@74,S-ef+00f^5,1970-01-20,feature_39,9,8034,1,FALSE,FALSE,id&-hm*kQxa
9675,u#sage*_9675,S-3@e3033,1970-01-20 ,feature_13,NA,301,0,FALSE ,FALSE,NA
9676,usage_9676,S-&23dab0,1970-01-21,feature_26,NA,5193,0 ,FALSE,FALSE,NA
9677,us$age_9677,NA,1970-01-20,feature._19 ,8,1367,0,TRUE,FALSE,id-pzWjTk
9678,usa.ge_96#78,NA,1970-01-20,feature_36,11,7717,2,FALSE,FALSE,id-i*qKSWt 
9679,NA,S-147ad7,1970-01-20,feat$ure-_30,7,6634,0,FALSE,FALSE,id-BfOL!NF
9680,usage_9680 ,S-6ca46a,1970-01-20,NA,10,3139 ,0,NA,FALSE,id^-CwUIpx
9681,usage_9681,S(-56122a,1970-01-20,feat^ure_11 ,10,2429,0,FALSE ,FALSE,id-aaqOkJ
9682,usage_9682,S-69a7ce,1970-01-20 ,feature_2#2,12,5624,0,FALSE ,FALSE,NA
9683,usag-e_96)83,S-ce0d60,NA,feature_29,10 ,2493,0 ,FALSE,FALSE ,id-KQS!z+Wd
9684 ,NA,S-*5a!ea91,1970-01-20,@feature%_8,17,NA,0,FALSE,FALSE,id-gvnbEr 
9685,usage#_9685,S-f2be88,1970-01-20,feature_34,8,NA,0,FALSE,FALSE,id-!XVp^BxP
9686,usage_9686,S-f4caa8 ,1970-01-21,(feature-_1,8,5588,0,FALSE,FALSE,id-.VgDtmr
9687,usa$ge_9687,S-69-b070,NA,feat+ure_9,9,1585,NA,FALSE,FALSE ,id-KYyOGk
9688,usage_96-8-8,S-7$9-ba6e,NA,_feature$_31,14,2341,NA,NA,FALSE ,id%-CFIREV
9689,-usage_96(89,NA,1970-01-20,fe!ature%_40,10 ,5863,2,FALSE,FALSE,id-pADyt&Y
9690,usage_%9+690,NA,1970-01-20,feature_32,11,7718,0,FALSE,FALSE,id-FkAuOV
9691,usage_9691,NA,1970-01-20,feature#_36,NA,4073,4,FALSE,FALSE,id-*iIRgTV
9692,usage_96%92,S-457294,1970-01-20,feature_4,11,4600,0,FALSE,FALSE,i.d-GyGywF
9693,NA,$S-ad5d(94 ,1970-01-20,%fea@ture_14,12,3249 ,1,FALSE,FALSE,i)d-FMxbrx 
9694,usag^e_9694,S-1526b7,1970-01-21,NA,14,4607,0 ,FALSE,FALSE,id-YQgjc.n
9695,u!s-age_9^695,S-e1dc0b,1970-01-20 ,NA,NA,2192,0,FALSE,FALSE,id-&FLs$ErY
9696,(usage_9696,NA,1970-01-20,!feature_8,16,4925,0,TRUE ,FALSE,NA
9697,usage_9697 ,S-35752e,1970-01-20,fea(ture_27,12,1234 ,NA,FALSE,FALSE,id-c$DOMt+K
9698 ,(usage*_9*698,S-b15-faf,1970-01-20,NA,10,370,2,FALSE,FALSE,NA
NA,usage_969!9,S-47048b,1970-01-20,feature_&16,NA,5748,0,FALSE,FALSE ,NA
9700,u^sage__9700,$S-a4&a6c9 ,1970-01-20,f!eature_11 ,8,2180,0,FALSE,FALSE,id-Id-dhQN
9701,usage_9701,S-7b3fd3,1970-01-20,fea@ture_$25,15,5488 ,0,FALSE,FALSE,id-hmwAbd
NA,us!age_9#702,S-39b850,1970-01-20,f@eature_30,NA,4481,NA,FALSE,FALSE,id-iokzpw
9703,usag$e_970*3,S-a3300f ,1970-01-20,feature_26 ,7,1249,0,FALSE,FALSE,id-IwlZaa
9704,usage_9704,S-4977c8,1970-01-20,$feature_2.8,7,NA,0 ,TRUE ,FALSE,NA
NA,usage_9705,S-6b200f,1970-01-20,feature_37,9 ,1515,0,FALSE,FALSE,id-ePLXzt 
9706,usage_970^6,S-c3d2f9,1970-01-20,NA,11 ,1126,0,FALSE,FALSE,id-%rdjEHV
9707,usage__9707,S-21d0ab,1970-01-20 ,NA,4,125,1,TRUE,FALSE,NA
9708,us)age_9708,S-+38ac0c,1970-01-20,@feature)_18,13,6198 ,0,FALSE ,FALSE,id@-KCSYNz
9709,us#age_9709,S-9a08)ff,1970-01-20,featur&e_31,7,4972,0,NA,NA,id-flTtBG
9710,.usage_9710,S-5bde76,1970-01-20 ,feature_29,15,721,0,FALSE,FALSE,i.d-MEYcnu
NA,usage_)97%11,)S-869bba,1970-01-21,feat*ure_2$4,14,2680,NA,FALSE,FALSE,id-(ChjOzu
9712,NA,S-3d0e64,1970-01-20,feature_13,9 ,257,0,TRUE,FALSE ,id-pddGRz
9713 ,usage_$9713,S(-2d62ad,1970-01-21,feat(ure_33,8,403,NA,FALSE,FALSE,@id-lsPMLx
9714,NA,S-c2168a,1970-01-21,featu#re_27,9,1406,0,FALSE,FALSE ,id-A*eVTGE
NA,usa(ge_9715,)S-12f05a,1970-01-20 ,NA,7,6817,0,FALSE,FALSE,id-viPVKQ
9716,usage_9716,s-&0bf45+1,NA,feature_3,10,3282,0,false,false,id-)hwy^gfz 
9717,USAGE_9717,S-906B0C,NA,FEATURE_39,11,2082,0,NA,FALSE ,ID-WKMAPX 
9718,usage_9718,S-82*0711,1970-01-20,f#eature_38,7,NA,0,FALSE,FALSE ,NA
9719,u#sa!ge_@9.7.19,S-679c73,1970-01-20,feat%ure_2,9,8670,0,FALSE,FALSE,id-uXcEeP
9720,NA,%S-628842,1970-01-20,feature_1%3,7,702,3,FALSE,FALSE,id-@UNGJoU
9721,usage_9721,S-645@0ac,1970-01-20,feature_26 ,16,882,1,FALSE,FALSE,id-eQykvZ 
9722,NA,S-d_24)841,1970-01-20,feature_5,11,3902,0,FALSE,NA,^id-nXfhR)B
9723 ,NA,S-b042d&9,1970-01-21,feature_12,8,2508 ,NA,FALSE,FALSE,id-rEzjSR
9724,usage_)9724,NA,1970-01-20,featur%e_27,9,2210 ,NA,false,false,id-ocqr)ri
9725,us+age_9725,.S-#c3213f,1970-01-20,feature_18,10,2173,0,TRUE ,NA,id--rUHCSw
9726,us_age_97!2(6,S-39f&1ed,1970-01-20,)fea#ture_2,NA,3790,0,FALSE ,FALSE,id-BWATaq
9727,usage_972!7,S-a11!3a2,1970-01-20,feature_2!4,12,3921,1,FALSE,NA,id-wzFGBS
9728,usage_.9728,S-90a2c8,1970-01-21,NA,11,2702,0 ,FALSE,FALSE,.id-iZrBud
9729,usage_9729,S-8e&5ceb,1970-01-20,f+eature_13,6,690 ,1,FALSE ,FALSE,id-fPQxmx
9730 ,usag)e_97+30 ,NA,1970-01-20,featu.re_14,8,85,1,TRUE,FALSE ,id-yEJDeT
9731,usage_9731,NA,1970-01-20,fea+ture_2,9,2418,3,FALSE,NA,id-uHzsr+h
9732 ,usage_^9&732,S-b%dac36,1970-01-20,feature_13,11 ,6065,0,FALSE,FALSE,id-LS(jBL)k
9733,usage_9733,S-257(4&a3,1970-01-20 ,fea+ture__3,6,210,0,FALSE,FALSE,id-adXzln
9734,usa%g)e*__9734,#S-4e0220,1970-01-20,feature_28,5,144,0,FALSE,FALSE,id-QwaMy#a 
9735,usage_9735,S-*ccc10f ,1970-01-20,feature_@9,2,NA,0,FALSE,NA,!id-AV+SiEY 
9736,usage_9736,S-b04%b73,1970-01-20,feature_14,10,7119,2,FALSE,FALSE,NA
9737,usage_9!737,S-7&d6%6fb,1970-01-20,f^eature_19,7,3160,0,FALSE,FALSE ,id-ueJFUl
9738,usa*ge__97^38,S-8669e@4,1970-01-20 ,featur_e_1,NA,1532,0,TRUE,FALSE,id-SlheDw
9739,u_sa@ge_9739,NA,1970-01-20,NA,8,3005,0,FALSE ,FALSE,id-jecp&gR
9740,usage_97%40,S-3d0e5c,1970-01-20,feature_!1,11 ,5756,1,FALSE,FALSE,id-fXstD+o
9741 ,usage_974)1,S-a9e864,1970-01-20,fea#tu#re_37,10,950,0,FALSE,FALSE,id-yuMpbl
NA,usage_9742,S-d71.bdd,1970-01-20,feature_22,6,808,1,NA,FALSE,id)-fszUy%e
9743,usage_9743 ,S-936a83,1970-01-20,feature_33,7,770,0,TRUE,FALSE,i_d-*FgbrOO
NA,u(sa!ge@_9744,S-66569a,NA,feature_7,15,3630,2,FALSE,FALSE,NA
9745,usage_9745,S-3d0e5c ,1970-01-20,feature_15,15,2237,NA,FALSE,FALSE,NA
9746,usage_9746,S&-bd*d4c5,1970-01-20,fea.ture_2%3,NA,176,0,FALSE,FALSE,id-V#rBgwT
9747,u%sag-e_9747,#S-ee4c5c,1970-01-20,feat)ure(_14,5 ,1689,1,FALSE ,FALSE,id-%EsEWYv
9748,usa+g$e_9748,S-64ddbc ,1970-01-20,feature_28,8,2819,0,FALSE,FALSE,id-ilGqPj
9749,usa#ge_9749,s-04ab7e,1970-01-21,%fea^tu_re_31,4,3728,0,false,false,id--bjatxy
NA,usag%e%_9750,S-1f94ad,1970-01-20,feature_1,13,5660 ,0,FALSE,NA,NA
9751,us@age_%9751,S-a7d379,1970-01-20,fea+ture_30,7,2496,0,FALSE,FALSE,id-VQA@jul
9752,usage__9752,S-1b084.8,1970-01-20,feature_12,13,2951 ,0,FALSE,FALSE,id-wvQklU
NA,usage_9753,S-7da02b,1970-01-20,feature_+34,7,4310,0,FALSE,FALSE,id-CjgpKo
9754,usage_97+54 ,S-a80c62,1970-01-20,featu_re_37,14,6106,0,TRUE,FALSE,id-qhl%dbI
9755 ,usage_97&5-5,NA,NA,feature_23,9,5840,0,TRUE,FALSE ,id-.hJqAjv
NA,NA,NA,1970-01-20,featu#re_13,16,769 ,1 ,FALSE,FALSE,_id--ITSfWT
9757,usage_9757,S-6-b534f,1970-01-21,f*eature_11 ,11,2641,1,TRUE,FALSE,id)-ZTMQWa
9758,^usage_9758,S-2c53ad,1970-01-20,NA,7,4399,0,FALSE,FALSE,id-FWcQQj 
9759 ,usage_975(9,+S-f9bd*62,1970-01-20,fea%tu_re!_14,8,1998,0,FALSE,FALSE,id-mlYHDa
9760,USAGE_9760,S(-27552.B,1970-01-20,F.EATURE_29,10,4091,1,FALSE ,FALSE,ID-DSH(OXX
9761,usage_9761,NA,1970-01-20,NA,10 ,1894,NA,FALSE ,FALSE,id-)c*ZxiJ-u
9762,usage_9762,!S-e_71203,NA,f-eatu(re_36,9,2802,0,FALSE,FALSE,.id-gwX(UYt
9763,usage_9763,S-856627 ,1970-01-20,!feat$ure_32,7,NA,0,FALSE,FALSE,id-ImE(MCJ
9764,u-s%age_9764,S-.31cec4,1970-01-20,.feature_31,3,2273,1,FALSE,FALSE,id-uvhy)VG
9765,usage_97.65,S-)61d573,1970-01-20 ,feature@_new_ai,9,4750,NA,FALSE,FALSE,id-D@iaXks
9766,%usage_9766,S-4473ec,1970-01-20,feature_19,7,969,2,FALSE,FALSE,id!-RXNsAy
9767,usage_9767,NA,1970-01-20,%featu.re_12,14,2184,3,FALSE,FALSE ,id-UTAlja
9768,usage_9768,S-4522a0,NA,fea&t!ure_8,12,5838,0,FALSE,FALSE,*id-MQPphY
9769,USAG@E_9769,S(-_E1D+C0B,1970-01-20,NA,9,NA,1,NA,FALSE,ID-EPXGDP
9770,usage__97(70,S-8c3cc8 ,1970-01-20,feature_9,14,3191 ,0,FALSE,NA,NA
9771,usage__977-1 ,S-ad32a8,1970-01-20,featu#re_35,12,3898,0,FALSE,FALSE,id-zwOMRl
9772,usage_9772,S-55aafd,1970-01-21,fe(at)ure_39,9,1959,1 ,FALSE,FALSE,id-iErihA
9773,usage_9773 ,S-b4212!b,1970-01-20,feature_9 ,7,2233,2,FALSE ,FALSE,_id-vsWFHB
9774,usage!_9774,s+-8b0950,1970-01-20,#fe%ature_#3,9,851 ,0,false,false,id-g(wkvdg 
NA,(usage_!9775,s-5@57.f3e,1970-01-20,feature_36,11,NA,NA,true,false,%id-q*gtzgj
NA,us*a%ge_9776,S-6(450ac,1970-01-20,feature_37,11 ,855 ,0,FALSE,FALSE,id-ToQraG
9777,usage_9777,S-8(3dc0a,1970-01-20,feature_23,NA,NA,0,FALSE,FALSE,id-_mifFLR
9778 ,!usage_977(8,S-9c4bc*d,1970-01-20,fe%ature_30,10,4294,0,FALSE,FALSE,NA
9779,usage_9779,S@-a916cb ,1970-01-20,feature_15,8,2620 ,4,FALSE,FALSE,!id-GqOJgy 
9780 ,usa^ge__9780,S-0b2faf,1970-01-21,fe&ature_38,10,537,0 ,TRUE ,FALSE,i+d-UcQjDm 
9781,NA,S-54d2a.3,1970-01-20,fe*atur(e_12,12,1977,1 ,FALSE,FALSE,id-OyTWY-Q
9782 ,usage_9782,S-501046,1970-01-20 ,fea%ture_new_ai,11,4115,0,FALSE,FALSE ,id-X&m^GqUI
9783,usa^g^e_9783,NA,1970-01-20,feature_10,4,1265,0,FALSE,FALSE,id-ZGUBUb
9784,usage_9784,S-a44d72,1970-01-20,fea*ture_2 ,9,1810,0,FALSE,FALSE ,id-MV.BJSU
9785,usage_9785,S-6cb472,1970-01-20,feature_26,11,1048,0,FALSE,FALSE,id-AhiNve 
9786,u!s)age_9786 ,NA,1970-01-20,feature_34,6,2292,0,FALSE,FALSE,id-lUC$yeR
9787,^usage_9787,S-5f4c_c6,NA,feature_^18,3,338,0,FALSE,FALSE,id-wb!oiv*h
9788,usage_9788,S-4c4852,1970-01-20,NA,8,843,NA,FALSE,FALSE,id-DIYKAZ
9789,usage@_9789,S&-12bfc8,1970-01-20 ,feature_6,18,6334,NA,FALSE,FALSE,&id-edCqVR
9790,usage_9!790,S-(1_e1853,1970-01-20,NA,14,2551,0,NA,FALSE,id-jmUDAJ
9791,usage_#9791,S#-^79bb4c,1970-01-20,NA,13,NA,0,FALSE,FALSE,NA
9792,usage_(979-2,S-e21910,NA,feature__22,9 ,220,1,FALSE,FALSE,i.d&-eGRAUK
9793,us$age_^9793 ,S-8bfa.b5,NA,f@eature_13,11,NA,0,FALSE,FALSE,id-eW%VGCh
9794,usage_9794 ,S-6c6e91,1970-01-20 ,NA,9,4722,0,FALSE,FALSE,id-cYgzzr
9795,usage+_9795,S-6ceec-5,1970-01-20,#feature_23,NA,3601,0,FALSE,FALSE,id-vkGFMz 
9796,$usage_97(96,S-e33883,1970-01-20,feature_37,9,1428,0,FALSE,FALSE,id+-nJVtXe
9797,)usage_97)97,#S-1dd0a-d,1970-01-20,feature_+37,7,575,NA,FALSE,FALSE,i$d-LfQETn
9798,NA,S-70c369,1970-01-20,fe(ature_37,9,3875,2,FALSE,NA,id-tbJ(kYc
9799 ,usage_9799,S-490$4cd,1970-01-20,fea%ture_4,9,2487,NA,FALSE ,FALSE,id-ayfjNz
9800,us(age@_!980-0,S-e57f!b8,1970-01-20,feature_28,8,1533 ,0,TRUE,FALSE,id-LhVWqh
9801,#us+age_9801,S-6fde5e,1970-01-20,feat!ure_40,12,8962,0,FALSE,NA,i-d-KqWQuP
9802,usage_98.02,NA,1970-01-20,feat_ure_30,12,968,0,NA,FALSE,NA
9803 ,^u#sage_+9803,S-3a6a71,NA,f)eature_36,13,4815,1,FALSE,NA,id-sqSsuv
9804,usage_980^4 ,S-531%3*fa,1970-01-21 ,feat_ure_29,11,5184,0,TRUE,FALSE ,id-#QZmzk@c
9805 ,u@sage+_9805,NA,1970-01-20,fea(tur_e_7,15,5860,NA,FALSE,FALSE,id-+XItSDh
9806,USAGE_-9806,NA,1970-01-20,@FEATURE_3,11,1074,0,FALSE,FALSE ,ID-EHZUEU
9807,-usage_9-807,S-57019e ,1970-01-20,f)ea)tu$r^e_2+2,NA,1530,1,FALSE,FALSE,id*--OtGHIV
9808,&usa@ge_98_08,NA,1970-01-20,featur&e_36,9,1225,0,FALSE,FALSE,id-MxTLJo
9809,usage_9%8#09,S.-)ae9ce7,1970-01-20,feature_36,6,644,0,FALSE,NA,id-^LYdJXg
9810,us*age_981%0,S-4e0220,1970-01-20 ,feature_8,4,962,0,FALSE,FALSE,id-Ay&ojWh
9811,NA,S-*1f5841,1970-01-20,featur^e$_8,9,3439,4,TRUE,FALSE,id-usXdYf 
9812,usage_9#812,S-7553fb,1970-01-20,feat&ure_32,14 ,1844 ,0,FALSE,FALSE,id-vafuJT
9813 ,usage+_98+13,S-506cbd,1970-01-21,feature_34,13,1772,0,NA,FALSE,id-CHctw.y 
