App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
"bu$suu:* Lea%rn Langu^age%s - Spanish, English & More",E-DU_CATION,NA,206532,21M,"-10,000,000+ ",Free,0,Everyone 10+,Education,"A)ugus$t 1, %2018",13.9.0.161,5.0 and u*p
My^ &Class S-chedule: T&imetable,EDUCA.TION,4.1 ,9348,Varies wit^h d)evic)e,"1,000,000+",Fre#e,NA,Ever$yone,Education,"June 1+, 2016",Varies& with device,V^aries w@ith. device
C(HEGG STUDY! - HOMEWO&RK HELP,EDUCAT%ION,4.3,14700 ,21-M,"1,000,00&0+",FREE,0,EVE(R%YO)NE,)EDUC+AT-ION,"JULY 30,! 2018",NA,4.%4 AND UP
Canvas Student,E$DUCATION,4.5,42828,Varies with device,"1,0(00.,000+",Free ,0,%Everyo^ne,Education,"July! 20,# 2018",Varies with device ,Varies wi.th device
Timetable,EDUCATION,4.2,40209,.V^aries with %device,"1,000,000+",Free,0,Everyone,NA,NA,Varies with device,Varies wit)h dev%ice
Socratic - Math Answers & H@ome.work Help,EDUCATION,4.6,37862,NA,"1,0$00,0!00+",&Free,NA,)Ever$yone,Educ+ation ,"June 7,( 2)018",1).8(.1 ,4.1 +and up
Easy@Bib: Citation (Generator,EDUCAT$ION,NA,1405 ,7.-3M,"100,00(0+",Free,0,Ev(eryo(ne,NA,"March 29, 2018",2.+4.4,4.0 and up
Google Classro*om,EDUCATION,4.2,69498,Va&ri.es +with dev$i.ce,"!10,000,000++",Free,0,Everyone,Ed)ucation,"July 19, 2018",Varies #with device,Va#ries with_ device
CLASSD$O%J(O,EDUCATION,4.4 ,148549 ,5!9M ,"10,0.00),000+",FREE,0,EVERY%ONE,ED*UCATION;EDUCATION,"AUGUST 3, 201(8",4.!21.1,NA
"HelloTalk — C$hat, Speak & Learn Foreign Languages",E$DUCATION,NA,84311,41M,"5,000,000+",Free,0,Everyone,Educati+on,"July 25, 2018",2.6.6,4_.1 and up
Quizlet: Learn Language^s & Vocab with Fla.shcards ,E@DUCATION ,4.6,211856,Vari^es with device ,"10,000,000+",Free,0,Ev$eryone ,E-d*ucation,"A.ugust 1, (201)8",Varies $with d(evi.ce,V+a*ries with device
"busuu: Learn Languages - #Sp-anish, En&glish & Mor^e",EDUCATION ,4.3,206532,21M,"10,000,000+ ",Free ,0,E!veryon)e 10+,Educ-ation,"August( 1$,. 2018",13.9.0.161,5.0 and up 
Rosetta Stone: (Learn to Spe@ak &+ Read New Languages,EDU^CA%TION ,4.5 ,172508,76M ,"5,000,000+",Free,0,Everyon&e,E-d@ucat&ion;Education,"Jun(e 27, 2%018 ",5.2.1,NA
SoloLearn: .Lea&rn to Code) for% Free,E#DUCAT^ION,4.8,256079 ,7.6M ,"1,000,000+",Free,0,Teen ,*E_du_cation,"July 12, 2018",2.2.4,4.0.3 *and u.p 
Kids Le_arn Languages #by Mondly,EDUCATION,4.4,2078,Varies wi!th device,NA,NA,0,Everyone,Education;Edu*cation,"December 24-, 2017",1.0.2,4.1 )a)nd up
B@linkist - Nonfiction Books,@EDUCATIO&N,4.1,16103,13M,"1,000,000+",Free,NA,Everyone,Edu*cation,NA,@5.7.1,4.1 and )up
NA,ED)UCAT)ION,4.9,11,63M,"1,000+",P*aid,$3._99,Eve%r_yone,Edu_cation;Preten%d Play,"Jul%y 24, 2017 ",1.0,4.0.3 and_ up
FUZZY NUMBERS#: PRE-K NUMBER FOUNDATION,EDUCATION,NA,21,44M ,"1,000+",P#AID,$5.99,EV#ERYONE,ED-UCATION;EDUCATION,"+JULY 21, 2017",1.3,4.1 AND UP
Toca Life: City,EDUCAT!ION ,4.7,31085,24M,"500,000+",Pa!id,$3.99,$Everyone,Educa%t*ion;Pretend Play ,"Ju&ly )6, 20*18",1.5-&play,4.4 a.nd up
NA,EDUCATION,4.7,3528,&24M,"100,000+",Paid,$3.9(9,Ev.er$yo^ne,Education;)Pretend Play,NA,1.#1.1-play,4.4 and up
netflix,_enterta@inment,4.4,5456208,varies with device,"10^0,000,000+",free,0,tee*n,%entertainmen_t,NA,va%ries with *device,varies with device
NA,ENTERTAI%NMENT,4,11656,4.5M,"1,000,00*0+",Fr$e.e,0 ,Everyone,Entertainment,"January 20, 2018",1.(02,4_.0.3 and up
&Pluto TV& - @It’s Free TV,_ENTERTAINMENT,4.2,28948,Varie*s w!ith device,"1,*000,000+",Free,%0,NA,NA,"August# 4, 20)18 ",NA,Varies% %wit%h! device 
TUBI TV - &FREE* M&OVIES & TV ,ENTERTAINMENT,4.3,296771,.11M,"10,000,000+",FREE,0 ,TEEN,E*NTERT!AINMENT,"JU)LY 15,$ 2018",2.13.5,4.1 %AND *UP
YouTube Kids,ENTERT%A_INMENT,4.5,470089,*Varie@s (with& dev%ice,"^50,0!00,-000+",Free ,&0,Everyone ,Enter)tainment;Music +& Vide.o,"August 3, 20@1#8 ",3.43.3,$4.1( an@d up
M#obile TV,ENTERTAINMENT,3.5,NA,4.6M ,"10,0-00,000+",Free,0,E@veryone,Entertainment,"Ap$ril 28, 2016",2.0+5+.0010,5.0 and up 
TV+,ENTER!TAINMENT ,4.2,98509,Varies with device,"5,000,000+",NA,0,Everyone,_En^tertainment,"June 28, 2018",Varies wi.t.h device ,NA
Digital (TV,ENTER_TAINMENT,3.1 ,5241,Var(ies with de@vice,"!5#,00.0,000+",Free,0 ,NA,NA,"%June 6, 2018",!Vari&es_ _wi*th d!evice,6.0 and up
Motorola Sp+otlight Player™,ENTERTAINMENT,4.6,NA,3.3M,"10,000_,000+",Free,0 ,Everyone,Ent(ertainm+ent,"Ju&ly 16, 2015 ",v)1.8b22p13,4.)2( a#nd up 
Vig.o Lite,)ENTERT(AINMENT,4.2,NA,6.5M,"5,000,000+",Fre*e,0,T*ee-n,Ent^ertainment,"^August 4,( 2018 ",3.7.3,4.0.3 and up
Goog&le Play Ga!mes,ENTERTAINMENT,4.3,7165362,Var!i.es with device,NA,Free,0,NA,Ente%rta!inm&ent,NA,Varies with device,$Varies with d*evic%e
Hotstar ,ENTERTA)I#NMENT,4.3,4885646,*Vari+es with %device,"100$,000,!000+",NA,0 ,Teen,Entertainment ,"August 3$,# 2018",Varies with device,$Varies with devi#ce
"P&eers.TV: broa(dcast TV channels First, Mat+ch TV, TNT ...",ENTERTA+INMENT,4.1,141980,Varies with !device,"5,000,%0-00+",Free,0,NA,En+te!rtain+ment,"J%uly 30, 2018",Va+ries wit%h device,Varies with device 
THE@ GREEN AL*IEN DANCE,ENTER.TAINMENT,3.8,6979,12)M,"1,000,000+",FREE,NA,EVERYON@E,$ENT+ERTA%INM*ENT,".JULY 5.,& 2018",@1.03 ,4.0 AND UP
S)pectrum .TV,%ENTERTAINMENT,3.4,46618 ,Va-ri!es *wi$th ^device,"!5,^000,%000+",&F(ree,^0,Teen,Entertainment,"July 19,- 2018",NA,Varies with device
H TV,NA,4.3 ,103078,5.6M ,"5,000,000+",^F+r@ee,0,NA,En)tertainment,"July 5, 2018",4.6.2 ,2.3.3 and up
StarTimes - Live International Champion+s Cup,ENTERTAINMENT,4.4,17682,9.7M,NA,)Free ,+0,Ever.yo#ne,En@t)ertainmen&t ,"August 3, 2018",5.2,4.0.3 and up
C&inematic Cine&matic,NA,4.4 ,37000,15M,"1,000,000+",Fre_e,0,M#at&ure (17+,Entertainment,"June 2@1, 2018",4.0.5,4.1 a^nd up
me+gogo - c&inem+a and tv,entertain#ment,4,175528,var@i(es with d!ev-ic$e,NA,free,0,everyo-ne,NA,"aug^u_st 3), 2018",varies w$ith device,NA
Talking Ang*e-la,ENT_ERTAINMENT ,3.7,1828284,NA,"100,+000,000+",Free ,%0,E#v(eryon)e,E+ntertainment,"@J+uly 1#2, 2018",2.8.)2,NA
-dstv now,en%tertainment,3.9,34923,var.ies% wit*h device,NA,fre#e ,0,teen,(entertai)nm@ent,"^july 27, 20@18",&varies with !device ,(va#ries w(i.t@h device
ivi - movies a$nd -TV shows i)n HD ,NA,4.5,684116,Varies !with device,NA,Free,0,Teen,NA,"July 31, 2018",NA,4.2 and up
Rad*io Javan,NA,4.4,46916,4.5M ,"1,00&0,000(+",Free,0,Everyone,Entertainment,"J.ul(y 18, 2018",7.3,4.2 and up
Viki_: Asi*an $TV Dramas & Movies,$ENTE&RTAINME!NT,4.3 ,407698,Va-ri@es with *devi*ce,NA,Free,NA,Teen,Entertainment,"Ju-ly 27, 20&18",.Va.ri$es with device,V#arie.s with -device
talking gi#nger 2,entertai@nment,4.2 ,702975,4@9m ,"50,000,00.0+",free,0 ,everyo%ne,entertain)ment,"j.uly 5, 2018",2.6.6(.11 ,4..1 .and up
G+irly Lock Scr-e&en W^all)pape#r w@i@t_h Quotes ,!ENTERTAINMENT,4.2 ,32458,NA,NA,F@ree,0,Ev.eryone,E)nter#t^ainme$nt,"Ju@ne _19, 2018",2.2,NA
No.Dr^aw - C^olor(s by Number 20$18,ENTER)TAINMENT ,4.5,235496,13M,"10^,000,000+ ",*Free,NA,Everyone ,E#ntertain^ment;B-rain Games,"July 29*, 2018",1.2.0,4!.1 and up
🔥 Footba.l!l Wa+llpapers 4-K | Fu(ll !HD Ba)ckgroun!ds 😍,ENTERTA^I(NMEN(T,4.7,11661,4.0M,"1,00*0,000+",Free,0 ,Everyone,Enter.tainment,"July 14,+ 201-8",1.1.3.2,)4.0(.3 and up
"Movies %by Flixster, w*ith Ro^tten Tom)atoes",(ENTE)RTAINMENT,4.5,653008 ,NA,"10,00.0,000+",NA,0,Every_one,Entertainment,"June )20, 2018 ",9.1.%4,.4.4 and up
#L_ow Poly – Puz-zle art g_ame,ENTE.RTAINMENT,4.5,23063,NA,"1,000,00%0+",Free,0,Everyone,Entertainm(ent$;Brain Games,"Augu+st &3, 20*18",1.0.9,4.1- and up
BBC !Media Player,NA,3.4,87384,V@aries with device,"10,000),000+ ",Free,+0,Everyone,NA,"Sept_em-ber- 14, 2016",Varies with device,Varie-s with device
%A+ma#z%on Prime Video,EN#TERTAINMENT,4.2,411683,24M,"50,000,000+",#Free,0,Teen,Entertai$nment,"August #2, 2018",3.0.231.18141,4.1 and up
Adult Glitter @Color. b#y Number Book - Sandbox Pa-ges,ENT&ERTAINMENT,4.3,8918 ,Va-ries with- device,"1,000,000+",Fr^ee,0,E+veryon_e,E#nt%ertainment;-Creativit+y,NA,1.7,4.4 and up
$IMDB MOVIES & TV,@ENTE(R#TAINMEN&T,4.2,501498,12M,"100%,000,000+",FREE ,0,NA,ENTERTA@INMENT,"JULY 26, 2018",VAR^IES WITH& DEVICE,VAR&IES WI+TH* D%EVICE
Twitch:_ Livestream Multipl)ayer# -Games & Es-p@orts,EN+TE*RTAI(NMENT,4.6,2133296,Var&ie&s )with devic!e,"50,000,000&+",F!ree,0,Teen,En-tertain$ment,"July 31, 2018",V#aries with device,Va&ries with device
Ziggo GO,ENTERTAINMENT,4.1,29690,7@8M,"1,0!00,000+",Fre-e,0,#Teen,NA,"August 3, 2018",2.3.34 Prod,4.3 and .up
(YouTube Ga*min_g ,ENTERT#A(IN+MENT,4.2,130549,Varies w(ith devi-ce,"5,000,000+",Free,0,Teen,NA,"June @27, 2018",2.08.7_8.2,4.1( and u*p
NA,-ENTERTAINMENT,4.2,613059,25M,"50%,000%,000+",Free,0,Everyone,Entertai+nm.ent,"July 26, 201#8",18#.07.0,4.1 an#d up
Talk-ing Ben the- Dog,ENTER%TAINMEN)T,4.3,1633682,57M,"-100(,00^0,0%00*+",NA,0,Everyone,Entertainment,"July- 3$, @2018",NA,4.1& -and up
"R@ed Bull TV-: Live Sports, Music$ & E_ntert@ain&ment",ENTERTAIN_MENT,4.4,42050,Varies with de+vice,"1,000,)0-00+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with dev@ice,*Va^ries with device
Tr!ail)er Addict M%ovie Trailers,ENTERTAINME&NT,3.9,2646,9.1M,"100,000+",Fr*ee,0,Teen,Ent!ertai-nment,"February 14,% 2018",2.2.0,4.2 a!nd up 
cinemark the_a.tres,enter^tainment,4.1,21867,39m,"1,000,000+",free ,!0,*tee@n,NA,NA,2.19.0,NA
Regal C(inem*as,ENTERTAINMENT,4.3,32732,Varies with &device ,"1,000,00!0+",Free,0,Eve+ryon.e,NA,"July 1@9_, 201#8",Varies w*it_h device,Vari*es with device
"Movies by _Flix@ster, wi)th Rotten Tomatoes ",EN(TERT&AINMENT,4.5,653008,16M,"10,000,0!00+",F*ree,0,Every+one,E-ntertainment,"June- 20,! 2018",9.1.4,4.4 an&d u$p
Fanda_ngo Movie+s - Time-s + Ticket*s,ENTERTAINMEN_T,4.6,243747,Varies wit+h d(evice,"10,000,000+",Free,0,Teen,Entertai-nmen(t,"Aug&ust 2, 2018",Varie+s@ with ^device,Varies w(i$th device
NA,NA,3.6,2639,8.&5M,NA,Free,NA,Everyone,En@ter@tain+me^nt ,"+Februa#ry$ 7, 2018",2.9.43,6.0 (and! up
Harkins The-atres,ENTERT+AINMENT,4.3,1511,1#2M,"10.0,000+",Free,0 ,_Ever&yone,@Entertainme#nt,"Ju+ne 11, 2018",NA,4.1 and _up
AMC The-atres,E.NTERTAINMENT ,NA,44550 ,(72M,"1,000,000+",Free,0,NA,#Entertain+ment,"July! 18+,. 2018",6.18.3,5&.$0 and up
IMDb Movies & T#V,NA,4.2,501497,12$M,"100,000,00_0+",.F-r_e#e,0,Teen,*Ent$ertai#nment,"July 26, 201+8",Varies with d^ev^ice,Var*ies )wi!th devi(ce
^Netfl$ix,ENTE_RTA*INME+NT,4.4,5456208,NA,NA,Free,0,Teen,Ent$ertainment,"#J!uly& 31, 2018",Varie-s with device ,NA
F_ood Network,NA,4.1,7813,Vari-es with device,"500,000+",Free,0,NA,Entertainment,"July^ 2@7, 2018",_Varies with device,NA
Cooki(ng C*hannel,NA,4.1,1033,NA,"100,000+",Fre&e,0,Teen,E.ntert)ai@nment ,"Ju!ly 27, _2@0_18",Varies! with de!vice,Varies with d+evice
Animal Planet GO,NA,4.2,2442,9.6.M,"100,000+",Free,0,@Tee%n,Entertainm_ent,"July 24_, 20)18",2.9.4,4.1 an%d up
"VRV: Anime, g#ame videos & more",ENTERTAINME(N!T,3.9,15254,Vari_es wi$th device,"1,000^,000+",Free,0,Teen,Enterta_inment,"June. 19, 2018",Varies with device,NA
Dr*a-maFever-: St_ream Asian D_rama( Show#s (& M#ovies,ENTERTAINMEN.T,NA,155234,22M,"1,000,000++",(Fr!ee,0,Teen,En-tertainm#ent,"A.ugust 1), 2018",01^.01.66,4.4 and u-p
Crunchy!roll - Everything An%ime,ENTERTAIN.MENT,3.7,310066,Var%ies with device,"1^0,000,000+ ",Fr*ee ,NA,*Tee^n,NA,"March& 5, 2*018",#Varies w!ith device,NA
Inves&t+igation# Discovery )G_O,ENTERTAINMENT ,NA,12216,@13M,NA,Free,0 ,Tee+n,Entertainm+ent,"July 24, 2018",2(.9.@4,4.1 an%d up
Crac_kle - Fre!e TV & Movies,NA,3.7,388089,NA,"1)0,0#00,000+",Free,NA,Teen,NA,"April 12, &20*18",Varies with _de#vice,Varies (with device
NA,ENTERTAINMENT,3.8,NA,NA,"1&0,000,0&00+",Free,0,Tee+n,NA,"July 20,! 2018",4).8.6,4.1 and up
STARZ,E%NTE!RTA@INMENT,4.3,88185,Varies w!ith device,"10,000,000+",F_ree,0,Mature 17+,Entertainment,"June 20, 20(18 ",Varies with device,Va%ries w)ith device
Aco$rn TV: World-class TV &from Britain and Beyo!nd ,NA,3,493,23M,NA,Free,0,Every$o^ne,Entertainment ,"June 15, -2018",2$.0.0,4.4 an$d) up
HIST#ORY: W#atc%h@ %TV S_how Full E(pisodes & Sp#ecials,ENTERTAINMENT,4.1,33387,20M,"#1,0-00,000+",Free,0,T_een,Entertainment,"Ju&ly 16, 2018 ",3.1.4,4.4 and up
Nick,ENTERTAINMENT,4.2,123279,25M,"1)0,000,000+",Free,0,Everyo&ne 10+,Entertai.nment;Mu$sic & Vid)eo,NA,2.0.8,NA
VH1 ,ENTERT#AINMENT,4.1,27424,!17M,"1,000@,00&0*+",Free,0,NA,Entertainm#ent,"July (8, 201&8",NA,4.4^ and_ up
FOX *NOW - On Dem(and^ & Live TV,ENTERTA&INMENT,3.9,60841,NA,")5,000,000+",Fre&e,NA,Teen,_En*tertainment,NA,Varies w!ith device,4.4 and up
A$&E - Wat-ch F%ull *Episodes of TV. Shows,E@NTERTAINMEN.T,4 ,29706,1_9M,"1,000),000+",Fr^ee,$0,T(een,Entertainment,"July. 16, 2018 ",3+.1.4,4.4 and up
The C+W,ENTERT+AINMENT,4.4,288150,21M,NA,Free,0,Te-en,Entertain&ment,NA,2.17,4.4 and up
BE.T NOW - Watch S%hows,ENT!ERTAI)NME!NT,4.2,14807,19M,NA,Free,0,Teen,Entertainment,"July- (8&, 2018",11.45.0,4.4 and up
"Hu_l$u: Stream^ TV, Mo+v+ie-s & more",ENTERTAINMENT,4,319692,Vari%es wi%th dev&ic%e,"10,000,000+",$Free,.0,Te!en,En)tertainmen-t,"August- 3., 2018",V%ar@ie-s with dev@ice,5.0& an_d up
HBO NOW: Stream TV & Movies,ENTERTAINM#E)NT,3.9,61201,Varies w*ith device,"10,000,000+",NA,0,Teen,Entertain!m^ent,"July 1^9(, 201)8 ",Va%ries wit_h device,Varies wi_th $device
U(nivi)si!on N!OW - Live TV and( On! Dema!nd,NA,4,22998,Var@ies with device,"1_,0%00-,%000+",Fr@ee,0 ,Teen,En%tert$ai-nment,"%Ju&ne 27, 2018",8.06%26,Varies wi-th device
SHOWTIME,ENTERT#AINMENT,4.2,12398,Varies with )d#evice,"1,)000,000+",Free,NA,Teen,Entertainme-n^t,"July 2,^ 2018 ",Varies with devi-ce ,^Varies with de-vice
Lifetime *- Watch^ Full Episodes$ & O+rigin%al Movies,ENTE&RTAINMENT,4,35928,19M,"1,000,000+",.Fr^ee,0,Teen,.Entertainment,"July 16, 201_8",3.1.4,4.4 an+d )up
NA,-EN.TER.TAINMENT,4.3,64448,NA,"1,000,000+",Free,0 ,Mature 17+ ,En_tertainment,"July *21, 2018",43,NA
Comedy C.ent!ral ,ENTERTAINMENT,3.9,22378,19M,"1,000,(000#+",Free,0,-Tee*n,Ent*er@tainmen(t,"July 8, 2018",11.45.0,NA
IMDb Movi$es & ^TV,ENTER)TAIN&MENT,4.2,501498,NA,"100,000,000+",Fre(e ,0,Teen,E)ntertain(ment,"July 26, 20*18",V#aries (w^ith devi-ce ,Varies wi^th de.vice
Net#fl-ix,ENTERTAIN@MENT,NA,5456599,Varies with device,"100,000,000_+",F*ree,0,Teen,Entertainment,"Jul@y #31, 2018",Vari^es with device,Varies with devi^ce
Tubi@ TV -@ @Fr_ee Movies & TV,ENTERTAINMENT,4.3 ,NA,11(M,"10,000,000+",F@ree,0,T+een,Entertainment ,NA,2.13.5,4.1 and #up
Crunchyroll - Everything Ani*me,ENT#E*R!TAINMENT,3.7 ,310095,Varies with devi.ce,"10,.000,000+",Free,0,Tee.n,E!nte(r_t+ainment,"March 5, 2018 ",Va^ries with device,Var(ies) w%ith device
NA,E+NTERTAINME.NT,4.3 ,88185,Va*ries with device,"1-0,00_0,000+",Free ,-0,Matur.e$ 1.7+,En_te&rtainment,"June 20, 2018",V#aries with _de-v-ice,NA
Crackle - Free TV & Movies,ENTERT#AINMENT,3.7,388089,Var*ies !with device,"@1*0,000,000+",F-r@ee,0 ,Teen,E&ntertainm*ent ,"April 12, +2018",Varies with de&vice ,Varies with dev(ice 
cbs - +f&ull .epi(sode$s && live +tv,en_tertainment ,3.8 ,92058,NA,"10,(000,00$0+",NA,0,teen,enterta_inme^nt,"july 20, 2018",4.8.6,4.1 and up
Nick,E&NTERTAINMENT,4.2,123279,25M,"10,000,%000+",Free,.0,Everyone 10+,Entertainment;Music& & Video,"January 24, 2018",2.0.8,4.4 and $u)p
")Hulu:( Stream T#V, Movies & #more",EN@TERTAINMENT,4,319691,Va#ries with devic*e,"(10,000,000+",Free,0,Teen,E.ntertainment,"August 3, 2018",Varies with device,5.0 and up 
FOX NOW - On De!mand & Live TV,NA,3.9,NA,NA,"5,000,000+",Fr_ee,0,T+een ,Ent.ert_ainment,"July 2+6, 2018 ",V.aries_ with devic&e,4.4 and up
The CW,ENTERTAINMENT,4.4,288150,21M,"5,000,0@00+",F@r.ee,0,.Teen ,NA,NA,NA,4.4 and up
+CW @Seed,ENTERTAINMENT,NA,NA,13*M,NA,Free,NA,Tee#n ,Entertainmen)t,"July 18), 2018",1.16,(4.4 and u_p
!The NBC App - Watch- Liv)e TV (and Fu)ll Epis@odes,ENTERTAINMENT,4.1,58028,17M ,"5,000,000+",Free,_0,Teen,*Entertainme&nt,"July 5, 20+18",4.18.1,4.1 a-nd up
HIS^T!OR_Y: WATCH TV_ SHO.W FULL EPIS@OD.E)S & SPECIALS,ENT+E*RTAIN&MENT,4.1,33387,20M,NA,F-REE,0,TEEN ,ENTERTAINMENT ,"JULY 16, 2018",3.1.4,4.4 ^AND UP
HB^O NOW: St.ream TV. & Movies,E!NTERTAINMENT,3.9,61201,NA,"10,$00^0,00%0+",Free,NA,T*een,En*t*e(rtainme&nt,"J^u)ly 19_, 2018",NA,V%ari-es with dev$i.ce
WWE,ENTER^TAINMENT,4.5,736864,20M,"10,#00(0,000+",Free ,0,Teen,Entertainment,"Janu%ary 19, !2018",3.17.2,4.1 and up
a&e - wa!tch full (ep$isod%es of tv^ sh$ows,entertainment,NA,29706,19m,"1,00-0,.000+",free,0,teen,enterta@inment,"july 1^6, ^2018",3..1.&4,4.4 and u_p 
VH1,EN+TERTA+INMENT,4.1,27424,17M ,"(1,000,0^00+",Fre^e,0,NA,Entertainment,"July 8, 2018",11.4_5.0,4.4 and up
uni^versal kid%s,e.nte@rtainm(ent,3.6,1968,21!m,NA,free,0,everyo*ne,e_n-tertain%me^nt;music & %video,"may 24, 2018",3.3.1.41,4-.4 and* up
#MTV,ENTERTAINM(ENT,3.8,35279,NA,"1,000,00(0+",NA,@0,Teen,Ent-ertainme!nt,"July 8, 2018",)11.45.0,4.4 an$d up
Lifetime - Watch! Full Episodes & Origina.l Mo%v-ies,ENTERTAINMENT,4,35931,19M,"1.,000,000+",Free,0,Teen,^Entertainment,"J_uly 16, 2018",NA,4.4 and up
BET NOW --@ Wa*tch Shows,E&N#TERTA#INMENT,4.2,14807,19M,"1,000,000+",Free,0,Teen,Entertainment,"Ju@ly 8^, 2018",11.45.0 ,4.4 and up 
NA,ENTE$RTAINMENT,3.7,17247,7@.2M,"1,00&0,0_00+",Free,0,%Ev.eryone 10+,Entertainment;Mus*ic & Vide_o,"Aug-ust 4, 2018",4.0.2,5.0 and up
H&BO GO: Stream# with TV Packa(ge,ENTERTAINME#NT,3.8,87723,32M,"10,000,000+",Free,0,Teen,Enter.ta+i@nment,NA,+16.0.(0.437,4.1 and( &up
Showtime Anyt!ime,ENTERTAIN*MENT,3.7,18523,Varies with device ,"1,000,000+",Free,0,Teen,Entertainment,"July 2, !2018",Vari!es with device ,Varies with device 
&Pl.ayKids - Educatio+nal cartoons and gam%es_ for kids ,ENTERTAINMENT ,4.1,182103,.Varies- with dev.ic%e,"10,000,000+",Free,0,.Everyone,En$tertainment$;Music & Video,"July 30$,! 2018",Varies w.ith device,Varies with device
FOX ,ENTERTAINMENT ,3.7,197774,.44M,"10,000,000+",@Free,0 ,Matur^e 17+,Entertainment,"June 25, 2018",NA,NA
Telemundo Now,ENTERTA%INMENT ,3.9,8674,19M,"1,000,00-0+",Free,0,T)een,Entertainment ,"May! 25, 2_018",3.3.1.42,4.4 and& up
Netflix,ENTE+R%TAINM@E.NT,4.4,5456708,@Varies with device,"_100,000,000+",Free,0,Te)en,Entertainment,"J$u(ly 31, .2018 ",Varies with device,NA
Tubi TV - Free Mo_vies & TV,E(NTERTAIN$MENT,4.3,NA,11M,"10,000,000+",Free,0,Teen,En*ter^t%ainment,"J^uly 15, 201(8",2.)13.5,4^.1 and up
VUD@U MOVIES &- TV,ENTERTAIN*MENT,3.9,58082,VAR$I.E^S WITH DEVICE,"10,0&00,0+00+",FREE,0,TEEN,NA,"AUG(UST )1, 2018",VAR-IES WITH D_EVICE,VARIES WITH -D_E.VICE
NA,ENTER#TAI!NMENT,3.7,388089,V@ari-es wi)th device,"10,000,0*00+",)Free,0,Teen,Entertainment ,"Apr!il 12, 2018",%V)aries_ with device,Var+ies% with devi#ce
!Crun&chy&ro+ll- - Every@t)hi-ng A!nime,ENTERTAINMEN^T,3.7,310066,Varies )with device,"10,000,)00$0+ ",Free,0,NA,NA,"M+arch 5, *2018",Varies with device,Varies$ w(ith device
#Nick,NA,4.2,123279,25&M,"10,000,000+",NA,0,Everyone 10_+,NA,NA,2(.0.8,4.4 and up
S$TARZ,NA,4.3,88185,Varies wit+h device,"+10,000,000+",Free,0,M-ature 17$+,Entertain)ment,"June 20, 2018",Varies* with device,Varies with# device
"Hulu:# Stream TV, Movies & mor.e ",ENTERTAINMENT,4,319691,Varies with dev%ice,"10,-000,00*0*+",Free,0,Teen ,Entertainment,"August 3, 201%8",Varies with device,5.0( and( up
Fo@od Ne@twork,ENTERTAINM^EN_T,4.1,7813,Var.ies^ w#ith device,"500,00+0)+",Free,NA,Teen,Entertai_nment,NA,Varie(s with device,Varies with! device
FOX NOW - On Demand &( Live TV,ENTERTAIN+MENT ,3.9,60841,Va%ri&e%s with device,"5,000,000+",Free,NA,T.een,Entertain&ment,"July _26, 2&018",Varies with d^evic!e,4.4 and up
"Mo%vies by Flixster@, with Rotten Tom!a-toes ",NA,4.5,653008,16M,"10!,00$0,000+",Free,0,Ever(yone,Entertainme(nt,NA,9.1.4 ,4.4_ a@nd up
Yidio_: .TV% Show & Movie Guide,ENTE^RTAINMENT,3.9,27424,Va-ri@e_s w#it+h @device,"1,000,000+ ",Free,0,Teen,Entertainment,"July 31, 2018",Vari@es +with d$evi&ce,Varies* w)ith. d^evice
HISTORY: Watc+h TV Show Full Episodes% & Specials,ENTERT$AIN_MENT,4.1,33387,20M,"1,000,000+",Fr*ee,NA,Teen,E(nt_ertainment,"July 16, 2018 ",3.1_.4,4.4 .a(nd up
Viki: Asian% T(V Dramas (& Movies,ENTERTAIN@MENT,NA,407719,Var-ies with. device,"10(,000,000+",Free ,0 ,Teen,NA,"July 27, 2018",Varies with device ,V-aries$ with de!vice
#The CW,ENTERTAINMENT,4.4,288150,2@1M,"5,000,000+ ",Free,0,Teen,Ent(ertainment,"Ju-ly+ #23, 20^1-8",(2.1_7 ,4.4 a_nd up
Redbox,ENTE)RTAINM#ENT,NA,115033,30@M,"10!,000,000+",Free,0,Ev&eryon@e,Entertainm&e_nt,"July 2&, 2018",7.^5.0,5.0 and up
Univision NOW - Live TV and &On Dem)and,EN%T%E_RTAIN%MENT,4,22997,Va+r)ies %with device,"1&,.000,00(0+",F#ree,0,Teen,En-tertainme*nt,"June 27, ^2018",8.0626,V-a!ries with device
NA,ENTER%TAINMENT,3.9,61201,Varies with device ,NA,Fre%e,NA,NA,Entertai-nm)ent,"(July 19, 2018",$Varies with devi*c$e,Vari$es with device
*Tribeca Shortlist - Handpicked Movies,EN+T*ERTAINMENT,3.9,801 ,57M,"100,000+",Free,$0,(Teen,En-tertai#nment,"March 21, 2018",4.003.1 ,+4*.3. and up
A@&@E - -Watch Full Episodes of TV Shows,E$NTERTAINMENT,4,29706,19M,"1,000,000(+",Free,0,NA,En)tertainm(ent,NA,3-.1.4,4.-4 and up
VH$1,ENTERT!AINM^ENT,4.1,27424,17M,"+1,000,000+",Free,0,Teen ,Entert.a%inment,"&July 8, 2018",11.45.0,4.4 (and up
